0	5.115323186
1	5.059440209
2	5.053089987
3	5.073891957
4	5.109273865
5	5.152347073
6	5.196222939
7	5.251480615
8	5.324708489
9	5.390399721
10	5.422832953
11	5.420423627
12	5.413843827
13	5.40948815
14	5.608559141
15	6.046946426
16	6.382376329
17	6.50626545
18	6.593856737
19	6.708940902
20	6.889369888
21	7.089521883
22	7.250049706
23	7.373335397
24	7.482417812
25	7.592568495
26	7.717973689
27	7.855940895
28	8.001718098
29	8.153595812
30	8.321551243
31	8.478610147
32	8.611161787
33	8.731143014
34	8.836140607
35	8.926629377
36	9.007444188
37	9.081373061
38	9.151180786
39	9.216506781
40	9.276800969
41	9.33487687
42	9.393548979
43	9.45634098
44	9.532225545
45	9.60413471
46	9.647745902
47	9.672955957
48	9.694131388
49	9.709760291
50	9.718330762
51	9.718396795
52	9.710162117
53	9.695556872
54	9.676592444
55	9.655280217
56	9.633582259
57	9.609447261
58	9.580351079
59	9.545553557
60	9.504314538
61	9.450605469
62	9.37182308
63	9.287809069
64	9.215513374
65	9.147887849
66	9.080373059
67	9.0090723
68	8.931373541
69	8.849019954
70	8.764306621
71	8.678722363
72	8.587332413
73	8.494808052
74	8.408613038
75	8.337438667
76	8.292169884
77	8.242475696
78	8.128200621
79	7.818216148
80	7.666041271
81	7.548943006
82	7.48255728
83	7.477220039
84	7.498671153
85	7.513216982
86	6.96190034
87	6.836349858
88	6.767618882
89	6.712764859
90	6.660260532
91	6.62836425
92	6.597063995
93	6.545889874
94	6.422219485
95	6.09271788
96	5.919423898
97	5.834710108
98	5.952925151
99	6.059092608
100	5.926602259
101	5.718009629
102	5.562871073
103	5.737683412
104	5.728147596
105	5.454341424
106	5.180130999
107	5.255057841
108	5.519692207
109	5.501304591
110	5.467438408
111	5.419730744
112	5.359818683
113	5.289339311
114	5.209929714
115	5.123226977
116	5.030868185
117	4.934490425
118	4.83573078
119	4.712760408
120	4.60459923
121	4.631475229
122	4.676418603
123	4.711311296
124	4.715645981
125	4.712102089
126	4.706928135
127	4.70193483
128	4.698932881
129	4.877807555
130	4.847756975
131	4.797522781
132	4.748109298
133	4.720520852
134	4.723884051
135	4.739734573
136	4.762558035
137	4.787528493
138	4.809820006
139	4.8312803
140	4.855931963
141	4.879085324
142	4.896010472
143	4.901992032
144	4.897367051
145	4.887700196
146	4.877303595
147	4.870489376
148	5.014819379
149	5.053388602
150	5.075251884
151	5.088020231
152	5.099304655
153	5.115986635
154	5.134782461
155	5.152884473
156	5.169188815
157	5.182591631
158	5.192533807
159	5.201399869
160	5.209190376
161	5.215385111
162	5.219463856
163	5.22144598
164	5.223008126
165	5.22425386
166	5.225109497
167	5.225501353
168	5.109621494
169	5.054901721
170	5.114100395
171	5.188136207
172	5.230058407
173	5.230549176
174	5.230078549
175	5.229422013
176	5.228714578
177	5.228091255
178	5.227555693
179	5.227020131
180	5.22648457
181	5.225949009
182	5.225411951
183	5.224772087
184	5.224063635
185	5.223421606
186	5.222981011
187	5.222900253
188	5.223698452
189	5.225139635
190	5.22668747
191	5.227805627
192	5.228006887
193	5.227550386
194	5.226803181
195	5.226035293
196	5.225516745
197	5.22551379
198	5.226065211
199	5.226897516
200	5.227716461
201	5.228227802
202	5.228275377
203	5.228246842
204	5.228195249
205	5.228123282
206	5.228033625
207	5.227845181
208	5.22739356
209	5.226775231
210	5.226099599
211	5.225476067
212	5.224873069
213	5.224169762
214	5.223496672
215	5.222988808
216	5.222781183
217	5.22364724
218	5.225815228
219	5.228462224
220	5.230764621
221	5.231907386
222	5.232333156
223	5.232686379
224	5.232950578
225	5.233109281
226	5.233088963
227	5.231528531
228	5.22865433
229	5.225541007
230	5.223263211
231	5.222810502
232	5.22369519
233	5.225170444
234	5.226699932
235	5.227747324
236	5.227371057
237	5.223174284
238	5.216742353
239	5.210353624
240	5.206286458
241	5.206316808
242	5.208984382
243	5.212796687
244	5.216422793
245	5.218531768
246	5.218544652
247	5.218023575
248	5.217264105
249	5.216449082
250	5.215761347
251	5.215275561
252	5.214850099
253	5.214449861
254	5.214043594
255	5.213600048
256	5.213171647
257	5.21278699
258	5.212346096
259	5.211748668
260	5.210878704
261	5.206264498
262	5.197501755
263	5.187752609
264	5.180179193
265	5.177963687
266	5.183418599
267	5.193841597
268	5.205330806
269	5.213984354
270	5.216374004
271	5.216683734
272	5.21691074
273	5.217049361
274	5.217087949
275	5.21393545
276	5.206245811
277	5.195835249
278	5.184519985
279	5.174116239
280	5.16594751
281	5.158249166
282	5.150719279
283	5.143473379
284	5.136626997
285	5.130295661
286	5.124288941
287	5.117775102
288	5.111432863
289	5.1060949
290	5.102593889
291	5.101944147
292	5.108366237
293	5.1201312
294	5.132949572
295	5.142531891
296	5.144994498
297	5.144574311
298	5.143840978
299	5.143064522
300	5.142514962
301	5.143495425
302	5.154344264
303	5.173488446
304	5.196785621
305	5.220093438
306	5.239269549
307	5.250171602
308	5.251224029
309	5.250870417
310	5.250297439
311	5.249608085
312	5.248905345
313	5.248292203
314	5.247756641
315	5.24722108
316	5.246685519
317	5.246149958
318	5.245614396
319	5.245078835
320	5.244543274
321	5.244007713
322	5.243472151
323	5.24293659
324	5.242418533
325	5.242009872
326	5.241537961
327	5.240770797
328	5.237253804
329	5.23005938
330	5.220659103
331	5.210524548
332	5.199354529
333	5.184000591
334	5.173363313
335	5.171896685
336	5.17120694
337	5.170744917
338	5.170394197
339	5.17003836
340	5.169560369
341	5.168895616
342	5.168205361
343	5.167699789
344	5.167917616
345	5.174355753
346	5.18649034
347	5.201144358
348	5.215140789
349	5.225302611
350	5.228474503
351	5.224173066
352	5.215483609
353	5.205464203
354	5.19717292
355	5.193624671
