0	7.535871465605594	0.5023923444976068	12.385321100917432	1.6819571865444232
25	6.888883408145481	0.3229665071770329	0.	0.
45	6.79246342973961	0.3947368421052735	0.	0.
60	6.6961667680604195	0.3708133971292016	7.6452599388376825	1.2232415902141156
75	6.970697205368936	0.39473684210526194	0.	0.
90	6.98205604608209	0.358851674641147	0.	0.
105	6.837926196309267	0.38277511961723043	15.443425076452797	3.0581039755353077
120	7.854069726017637	0.39473684210526283	34.250764525993546	2.140672782874541
135	9.707533829888686	0.5263157894736814	68.19571865443442	11.773700305810042
150	10.1375666595417	0.7177033492822957	62.07951070336416	14.067278287461344
165	10.471892007431888	0.8014354066985643	58.409785932721924	11.926605504586792
180	10.63875324048954	0.8133971291866029	0.	0.
195	10.769743007941598	0.849282296650717	65.59633027522963	10.091743119265743
210	10.482072488312316	0.8851674641148328	0.	0.
225	10.122617931896283	1.0167464114832523	51.681957186544665	10.550458715596003
240	10.062206437681208	0.956937799043061	0.	0.
255	10.001808645324651	0.9090909090909083	46.48318042813517	8.256880733944692
270	9.403119639147853	0.9210526315789451	0.	0.
285	8.625018497509004	0.8014354066985652	25.84097859327274	5.657492354740137
300	8.002406046356128	0.741626794258373	0.	0.
315	7.308023260275023	0.7296650717703344	0.	0.
330	6.936620683229473	0.657894736842124	0.	0.
345	6.541280959349326	0.6220095693780365	12.691131498470611	2.9051987767585197
