0 8.5
5 8.99046
10 9.65813
15 10.375
20 11.035
25 11.6371
30 12.1648
35 12.6162
40 12.9918
45 13.2946
50 13.5288
55 13.6995
60 13.8122
65 13.8727
70 13.8866
75 13.8595
80 13.7967
85 13.7032
90 13.5839
95 13.4431
100 13.2847
105 13.1124
110 12.9296
115 12.7391
120 12.5435
125 12.3452
130 12.1461
135 11.9479
140 11.7521
145 11.5598
150 11.3722
155 11.1901
160 11.014
165 10.8445
170 10.682
175 10.5268
180 10.3789
185 10.2384
190 10.1053
195 9.97964
200 9.86116
205 9.74973
210 9.64515
215 9.54719
220 9.45559
225 9.37012
230 9.29034
235 9.21636
240 9.14735
