0 8.5
5 8.96446
10 9.58907
15 10.2395
20 10.8096
25 11.3012
30 11.7019
35 12.0153
40 12.2474
45 12.406
50 12.4997
55 12.5371
60 12.5263
65 12.4748
70 12.3897
75 12.2773
80 12.143
85 11.992
90 11.8286
95 11.6564
100 11.4788
105 11.2986
110 11.118
115 10.939
120 10.7632
125 10.5919
130 10.4262
135 10.2669
140 10.1145
145 9.96941
150 9.83199
155 9.70233
160 9.58048
165 9.46636
170 9.35985
175 9.26076
180 9.16884
185 9.0838
190 9.00543
195 8.93246
200 8.86406
205 8.80017
210 8.74075
215 8.68568
220 8.63477
225 8.588
230 8.54467
235 8.50574
240 8.4722
