0 8.5
5 8.89796
10 9.42097
15 9.92137
20 10.2956
25 10.5547
30 10.6994
35 10.7488
40 10.7308
45 10.6676
50 10.5746
55 10.4622
60 10.3375
65 10.2054
70 10.0695
75 9.93226
80 9.79564
85 9.66107
90 9.52971
95 9.40245
100 9.27998
105 9.16279
110 9.05144
115 8.94555
120 8.84401
125 8.74717
130 8.65568
135 8.56934
140 8.49032
145 8.42459
150 8.37525
155 8.33554
160 8.30235
165 8.27389
170 8.24891
175 8.22676
180 8.20697
185 8.18927
190 8.17342
195 8.15925
200 8.14661
205 8.13535
210 8.12536
215 8.11651
220 8.10869
225 8.10179
230 8.09571
235 8.09039
240 8.0857
