0 8.5
5 8.99126
10 9.66611
15 10.4026
20 11.0984
25 11.7541
30 12.3527
35 12.8909
40 13.3671
45 13.7813
50 14.1352
55 14.4309
60 14.6716
65 14.8604
70 15.001
75 15.0969
80 15.1522
85 15.1704
90 15.1552
95 15.1103
100 15.0391
105 14.9448
110 14.8306
115 14.6993
120 14.5535
125 14.3958
130 14.2284
135 14.0533
140 13.8725
145 13.6875
150 13.5
155 13.3112
160 13.1222
165 12.9342
170 12.7479
175 12.5642
180 12.3837
185 12.207
190 12.0344
195 11.8663
200 11.7031
205 11.545
210 11.392
215 11.2443
220 11.102
225 10.9652
230 10.8335
235 10.7075
240 10.5864
